Stations_id,Datenquelle,Jan.,Feb.,M�rz,Apr.,Mai,Jun.,Jul.,Aug.,Sept.,Okt.,Nov.,Dez.,Jahr
1130,46,1,       1.2,       3.5,       6.7,      11.5,      14.5,      16.5,      16.4,13,       9.2,       4.9,       2.4,       8.4
1146,46,0,        .8,       4.3,       7.4,      12.1,      15.1,      17.3,      16.9,      13.1,       8.5,       3.5,       1.2,       8.4
1154,46,      -1.5,       -.2,       3.8,       7.6,      12.9,      15.4,      17.5,      17.2,      13.2,       8.2,       2.7,       -.1,       8.1
1161,51,      -1.1,       -.1,4,       7.6,      12.8,      15.8,      17.8,      17.2,13,8,3,        .2,       8.1
1169,46,       1.6,       2.7,       6.3,       9.4,14,17,      19.4,      18.9,15,      10.3,       5.1,       2.7,      10.2
1172,46,        .9,       1.4,       4.8,       8.3,      13.2,      15.9,      17.9,      17.6,      13.8,       9.3,       4.7,       2.3,       9.2
1182,46,        .5,1,       4.5,       8.1,      13.2,16,      18.1,      17.8,      13.8,       9.1,       4.3,       1.7,9
1188,46,      -1.6,-1,       2.2,       5.6,      10.8,      13.6,      15.6,      15.4,      11.7,       7.1,       2.2,       -.4,       6.8
1197,51,       -.7,0,       3.7,7,      12.2,      15.1,      17.3,      16.8,      12.8,8,3,        .6,       7.9
1200,46,       1.2,       1.4,4,       7.1,      11.8,      14.7,      16.8,      16.7,      13.4,       9.4,       5.1,       2.6,       8.7
1201,51,       2.6,3,       6.3,       9.2,      13.9,      16.5,      18.7,      18.4,      14.6,      10.4,6,       3.9,      10.3
1204,46,       1.6,2,       4.7,       7.8,      12.6,      15.2,      17.2,17,      13.6,       9.6,       5.3,3,       9.1
1207,51,      -2.3,      -1.7,       2.2,       5.7,      11.2,      13.9,      15.9,      15.1,      11.3,       6.7,       1.8,-1,       6.5
1214,46,        .3,1,       4.2,       7.3,      12.2,      15.1,      17.4,      16.9,      13.2,       8.8,       3.8,       1.5,       8.5
1219,46,2,       2.2,       4.8,       7.8,      12.2,      14.9,      17.1,      17.1,14,      10.1,       5.8,       3.3,       9.3
1221,46,2,       2.2,       4.8,       7.7,      12.1,      14.8,17,17,      13.9,10,       5.7,       3.3,       9.2
1224,51,       1.1,       1.9,       5.8,       8.8,      13.3,      16.8,      18.7,      18.1,      14.3,       9.9,       4.4,       2.4,       9.6
1229,51,       1.5,       1.9,       5.7,       8.9,      13.5,      16.5,      18.6,      17.9,14,       9.6,       5.2,       2.7,       9.7
1238,51,       1.9,       1.8,       4.9,       7.7,      12.4,      15.3,      17.4,      16.6,13,       9.3,       5.2,       3.1,       9.1
1239,46,       -.7,        .4,       4.2,       7.5,      12.5,      15.3,      17.6,      17.2,      13.3,       8.4,3,        .5,       8.3
1243,46,      -1.1,       -.4,       2.9,       5.9,      10.7,      13.6,      15.8,      15.5,      11.8,       7.5,       2.5,        .2,       7.1
1246,46,       1.9,       2.3,       5.3,       8.4,      13.1,      15.7,      17.7,      17.4,      13.7,       9.6,       5.4,       3.1,       9.5
1254,51,       1.1,       2.1,       5.9,       9.2,14,      16.7,      18.9,      18.6,      14.6,       9.6,       4.7,       2.3,       9.8
1255,46,       1.1,       2.1,       5.9,9,      13.8,      16.7,      18.8,      18.5,      14.4,       9.6,       4.7,       2.3,       9.7
1262,46,      -1.2,0,       4.1,       7.6,      12.9,      15.6,      17.6,      17.3,      13.2,       8.2,       2.9,        .2,       8.2
1266,51,       1.1,       1.3,       3.9,7,      11.7,      14.6,      16.6,      16.5,      13.1,       9.2,5,       2.4,       8.5
1270,51,       -.5,0,       3.7,       7.4,      12.4,      15.1,      17.3,      17.3,      13.4,       8.5,       3.4,        .9,       8.2
1275,46,      -1.3,        .1,       4.3,       8.1,      13.3,16,      17.9,      17.6,      13.6,       8.5,       2.9,        .1,       8.4
1276,46,        .1,1,       4.8,       8.4,      13.5,      16.4,      18.7,18,14,       9.1,       3.9,       1.3,       9.1
1279,51,0,        .9,       4.8,       8.3,      13.6,      16.5,      18.6,      18.2,      13.7,       8.8,       3.8,       1.4,9
1280,46,0,        .8,       4.6,       8.2,      13.4,      16.2,      18.3,      17.8,      13.7,       8.7,       3.8,       1.3,       8.9
1287,46,        .4,        .9,       4.7,       7.9,      12.6,      15.4,      17.5,      17.1,      13.3,       8.6,       3.9,       1.6,       8.7
1292,51,      -1.4,       -.5,       3.6,       7.4,      12.7,      15.3,      17.3,      16.9,      12.7,       7.7,       2.5,       -.1,       7.8
1297,51,1,       1.3,       4.7,8,      12.6,      15.4,      17.4,17,      13.5,       9.1,       4.6,       2.3,       8.9
1299,46,2,       2.2,       4.6,       7.4,      11.7,      14.4,      16.7,      16.7,      13.7,       9.9,       5.7,       3.3,9
1300,51,        .6,        .7,       3.6,       6.4,      11.3,      14.1,      16.1,      15.4,      11.9,8,4,       1.8,       7.8
1303,51,       2.5,       2.8,       5.9,       8.8,      13.4,      15.6,      17.9,      17.8,      14.3,      10.4,       5.9,       3.6,       9.9
1327,51,       2.5,       2.9,6,       8.5,13,      15.9,18,      17.8,      14.4,      10.2,       5.9,       3.8,       9.9
1329,51,        .7,1,       3.5,       6.8,      11.6,      14.7,      16.7,      16.6,13,9,       4.7,       2.1,       8.3
1332,51,      -1.4,        .1,       4.2,8,      13.4,16,18,      17.8,      13.8,       8.5,       2.8,        .1,       8.4
1339,46,        .8,       1.1,       4.1,       7.6,      12.7,      15.4,      17.3,17,13,       8.9,       4.4,       2.1,       8.7
1345,46,       -.4,        .1,       3.1,       6.9,      12.2,      15.1,      17.1,      16.9,      12.8,       8.5,       3.6,        .9,8
1346,51,      -2.5,      -2.8,      -1.2,       1.1,       5.8,       8.5,      11.3,      11.4,       8.2,       5.1,        .1,      -1.4,       3.6
1357,51,      -2.5,      -1.8,       1.8,       5.3,      10.5,      13.3,      15.3,15,      11.2,       6.6,       1.4,      -1.3,       6.2
1358,51,      -4.2,      -4.1,      -1.8,       1.6,7,       9.6,      11.7,12,       8.2,       4.2,       -.8,-3,       3.3
1374,46,-1,       -.3,       3.6,       7.1,      12.1,      14.8,      16.9,      16.6,      12.6,       7.8,       2.9,        .5,       7.8
1378,46,1,       1.1,       3.3,       6.6,      11.5,      14.4,      16.4,      16.3,      12.8,       9.1,       4.9,       2.4,       8.3
1379,46,1,       1.1,       3.3,       6.5,      11.4,      14.4,      16.4,      16.3,      12.9,       9.1,       4.9,       2.4,       8.3
1380,46,       1.1,       1.2,       3.4,       6.7,      11.5,      14.5,      16.5,      16.4,13,       9.2,       5.1,       2.6,       8.4
1392,46,      -2.6,      -1.9,       1.9,       5.7,11,      13.6,      15.6,      15.5,      11.6,       6.7,       1.2,      -1.3,       6.4
1403,46,       -.1,        .4,4,       7.2,      12.1,15,17,      16.6,      12.7,       8.2,       3.4,       1.2,       8.1
1410,51,        .3,        .8,       4.6,       8.2,      13.3,      16.3,      18.3,      17.6,      13.5,       8.9,       4.4,       1.8,9
1411,51,      -2.5,-2,       1.2,       4.5,       9.7,      12.5,      14.6,      14.5,      10.7,       6.2,1,      -1.3,       5.7
1420,51,       1.5,       2.3,       6.2,       9.6,      14.4,      17.4,      19.6,      19.2,15,       9.9,5,       2.7,      10.2
1421,46,       1.8,       2.5,       6.4,       9.7,      14.5,      17.4,      19.5,19,      14.9,       9.9,       5.2,       2.9,      10.3
1424,46,       1.8,       2.6,       6.5,       9.8,      14.5,      17.5,      19.6,      19.2,15,10,       5.3,3,      10.4
1425,46,       1.8,       2.6,       6.5,       9.8,      14.5,      17.4,      19.6,      19.2,15,10,       5.3,       2.9,      10.4
1426,46,       -.1,        .6,       4.1,       8.1,      13.5,      16.4,      18.3,18,      13.8,9,4,       1.3,       8.9
1428,46,        .9,       1.7,       5.3,       8.5,      13.2,16,      18.3,18,14,       9.2,       4.4,       2.1,       9.3
1440,51,       1.1,       2.1,       5.7,       8.4,      13.2,16,      18.5,      18.3,      14.5,       9.8,       4.5,       2.3,       9.5
1441,46,       -.2,        .2,       3.6,7,      12.3,15,17,      16.8,13,       8.6,       3.6,       1.1,       8.2
1443,51,       1.7,       2.9,       6.7,       9.7,      14.2,      17.1,      19.3,      19.1,      15.1,      10.3,       5.2,3,      10.3
1447,46,       2.3,       3.4,       7.2,      10.1,      14.8,      17.7,20,      19.6,      15.8,      10.9,       5.9,       3.5,      10.9
1451,51,       1.2,       1.5,       4.2,       7.4,      12.2,      14.8,      16.9,      16.7,      13.3,       9.3,5,       2.5,       8.7
1468,51,       -.8,       -.3,       2.2,       5.2,      10.1,      12.8,      15.3,      15.1,      11.8,       7.6,       2.5,        .4,       6.8
1473,46,       -.8,        .1,4,       7.5,      12.8,      15.7,      17.6,      17.3,      13.2,       8.1,       3.1,        .5,       8.3
1481,51,      -1.4,-1,       1.4,       4.3,       9.3,      12.2,      14.7,      14.2,      10.6,       6.6,       1.7,       -.3,6
1488,46,       -.8,       -.6,       2.4,       5.7,      10.8,      13.7,      15.6,      15.4,      11.8,       7.6,       2.8,        .4,       7.1
1490,46,        .1,       1.1,       4.9,       8.4,      13.5,      16.5,      18.7,      18.1,      14.1,       9.2,       3.9,       1.4,       9.2
1492,51,       -.4,0,       2.6,       5.3,      10.1,      12.9,      15.3,      15.1,      11.8,       7.8,       2.9,        .7,       6.9
1503,51,       1.9,       2.2,       4.8,       7.8,      12.5,      14.6,      16.6,      16.3,      13.1,       9.3,       5.4,       3.1,       8.9
1504,46,        .7,       1.3,       4.8,8,      12.9,      15.6,      17.7,      17.3,      13.5,       8.9,       4.4,       2.1,       8.9
1513,46,      -1.3,       -.9,       2.4,       5.4,      10.2,13,      15.1,      14.9,      11.4,       7.1,       2.2,0,       6.6
1515,46,       -.9,        .1,4,       7.5,      12.7,      15.4,      17.7,      17.3,      13.4,       8.3,       3.1,        .4,       8.3
1522,46,       -.2,        .7,       4.5,       8.1,      13.3,      16.1,      18.2,      17.8,      13.7,       8.6,       3.7,       1.1,       8.8
1526,51,0,        .6,       4.3,       7.4,      12.3,      15.1,      17.1,      16.5,      12.9,       8.3,       3.9,       1.4,       8.3
1544,51,        .4,        .8,       4.2,       7.6,13,      15.8,      17.9,      17.5,      13.4,9,       4.3,       1.9,       8.8
1550,51,      -2.5,-1,       2.6,       6.1,      11.3,      13.9,16,      15.5,12,       7.4,       1.6,      -1.7,       6.7
1552,46,        .1,        .8,4,8,      13.4,      16.2,      18.3,      17.9,      13.8,       9.1,       4.3,       1.5,9
1568,46,      -3.4,      -3.1,       -.2,       3.2,       8.3,11,13,      13.1,       9.5,       5.2,        .2,      -2.3,       4.5
1580,51,       1.7,       2.5,       6.3,       9.6,      14.3,      17.2,      19.3,      18.9,      14.8,       9.9,       5.2,       2.9,      10.2
1583,46,-3,      -2.4,        .7,       4.5,       9.9,      12.5,      14.7,      14.7,      10.7,6,        .7,      -1.8,       5.6
1584,46,       -.9,0,       3.3,       6.6,      11.4,      14.4,      16.6,      16.2,      12.5,       7.8,       2.7,        .2,       7.6
1586,46,       -.9,0,       3.6,       7.1,      12.4,      14.9,      17.2,      16.8,      13.3,       8.5,3,        .2,8
1587,46,      -1.2,       -.2,       3.7,       7.3,      12.5,      15.2,      17.2,17,      12.9,8,       2.8,        .2,       7.9
1590,51,       2.7,       3.1,       6.1,9,      13.7,      16.1,      18.2,      17.8,      14.4,      10.4,6,       3.8,      10.1
1593,46,1,       1.7,       5.4,       8.7,      13.6,      16.4,      18.5,18,14,       9.3,       4.6,       2.2,       9.4
1602,51,       1.3,       2.3,       6.1,9,      13.6,      16.4,      18.6,      18.2,      14.5,       9.9,       4.9,       2.5,       9.7
1605,46,        .5,       1.1,       4.5,       8.2,      13.6,      16.5,      18.6,      18.1,      13.9,       9.1,       4.5,       1.8,       9.2
1612,51,       -.3,        .2,       3.9,       7.3,      12.4,      15.3,      17.4,      17.4,      13.4,       8.7,       3.7,       1.1,       8.3
1617,46,        .9,       1.1,       4.3,       7.7,      12.7,      15.7,      17.6,      17.2,      13.5,       9.2,       4.7,       2.2,       8.9
1619,51,       1.6,       2.5,       6.3,       9.8,      14.5,      17.3,      19.4,19,15,       9.9,       5.1,       2.8,      10.2
1621,46,       -.9,       -.3,       3.3,       6.8,      11.7,      14.4,      16.5,      16.2,      12.5,       7.7,       2.7,        .3,       7.6
1638,46,        .8,       1.5,       5.3,       8.6,      13.4,      16.2,      18.4,18,      13.9,       9.1,       4.4,       2.1,       9.3
1639,51,        .6,       1.3,       5.1,       8.4,      13.1,16,18,      17.6,      13.6,       8.8,       4.1,       1.9,9
1645,51,       -.5,0,       3.6,       6.8,      11.4,      14.2,      16.2,      15.8,      12.1,       7.6,       3.1,        .9,       7.6
1666,46,       1.1,       1.2,       3.5,       6.7,      11.5,      14.5,      16.5,      16.5,13,       9.2,       5.1,       2.6,       8.5
1667,51,       1.1,       1.4,       4.1,       7.4,      12.1,      14.8,      16.9,      16.7,      13.4,       9.3,5,       2.5,       8.7
1684,51,       -.6,        .2,       3.9,       7.8,      13.1,      15.9,      17.7,      17.7,      13.5,9,       3.6,        .8,       8.5
1689,51,      -1.1,       -.2,       3.5,       6.9,12,      14.7,      16.6,      16.2,      12.4,       7.9,       2.9,        .3,       7.6
1691,51,        .9,       1.4,       4.7,       7.8,      12.5,      15.2,      17.1,17,      13.5,       9.2,       4.7,       2.2,       8.8
1694,46,        .1,        .6,       3.4,       7.1,      12.3,      15.2,      17.2,      17.1,      13.2,       8.9,       4.2,       1.6,       8.4
1709,46,-1,       -.3,       3.1,       6.6,      11.9,      14.7,      16.6,      16.4,      12.4,       7.9,       2.8,        .4,       7.6
1721,46,      -1.1,       -.3,       3.4,7,      12.1,      14.9,      16.9,      16.7,      12.7,       7.8,       2.7,        .2,       7.7
1735,51,-2,      -1.1,       2.5,       6.4,      11.9,      14.3,      16.2,      16.1,      12.4,       7.8,       2.2,       -.6,       7.1
1736,46,        .7,       1.2,4,       7.4,      12.5,      15.3,      17.3,17,      13.1,       8.8,       4.6,2,       8.6
1748,51,      -1.6,-1,       2.4,       5.8,      10.6,      13.2,      15.4,      15.4,      11.7,       7.2,       1.9,       -.4,       6.7
1757,46,        .3,        .8,       3.4,       6.8,      11.7,      15.1,      17.1,      17.1,      13.3,       9.1,       4.4,       1.7,       8.4
1762,51,       -.4,        .2,       3.7,       7.1,      12.3,      15.3,      17.1,      16.6,      12.9,       8.3,       3.5,       1.1,       8.1
1766,46,       2.1,       2.5,       5.5,       8.5,      13.3,      15.7,      17.8,      17.5,      13.9,       9.9,       5.6,       3.4,       9.6
1792,46,2,       2.3,5,8,      12.8,      15.3,      17.3,      17.1,      13.7,       9.7,       5.5,       3.2,       9.3
1803,51,0,        .6,       3.1,       6.7,      11.8,      14.8,      16.7,      16.6,      12.7,       8.6,       4.1,       1.6,8
1832,46,      -4.3,      -4.2,      -1.7,       1.5,       6.8,       9.6,      11.6,      11.8,       8.2,       4.5,       -.8,      -3.1,       3.3
1833,46,      -3.9,      -3.7,-1,       2.1,       7.7,      10.4,      12.2,      12.4,       8.9,5,       -.5,      -2.8,       3.9
1834,46,      -3.2,      -2.8,        .1,       3.5,       8.6,      11.4,      13.4,      13.4,       9.8,       5.7,        .4,      -1.9,       4.9
1844,46,       -.8,        .2,       4.1,       7.5,      12.7,      15.4,      17.6,      17.2,      13.4,       8.6,       3.2,        .4,       8.3
1849,46,      -1.3,       -.1,4,       7.7,      12.9,      15.5,      17.5,      17.4,      13.4,       8.2,       2.8,        .1,       8.2
1863,46,        .7,       1.4,       5.2,       8.4,      13.3,      16.1,      18.2,      17.7,      13.8,       9.1,       4.3,2,       9.2
1869,46,       -.4,        .2,       3.4,       7.4,      12.6,      15.5,      17.6,      17.5,      13.3,       8.7,       3.8,       1.1,       8.4
1873,51,       -.4,0,       3.1,       6.4,      11.5,      14.1,16,      15.7,      11.9,       7.8,       3.4,        .9,       7.6
1875,51,       -.3,        .3,4,       7.2,      12.5,      15.2,      17.6,      17.1,      13.1,       8.3,       3.3,        .9,       8.2
1886,46,       -.6,        .3,       4.3,       7.7,      12.7,      15.6,      17.7,      17.2,      13.2,       8.4,       3.3,        .7,       8.4
1890,46,        .3,        .8,       3.6,       7.2,      12.3,      15.3,      17.4,      17.2,      13.4,9,       4.4,       1.8,       8.6
1891,51,       2.1,       2.5,       5.6,       8.8,      13.6,      16.1,      18.1,      17.7,      13.8,       9.7,       5.6,       3.3,       9.7
1920,46,       2.6,       2.9,       5.9,       8.6,      13.3,      15.9,18,      17.6,      14.1,      10.2,6,       3.9,       9.9
1929,51,       -.9,       -.8,       2.2,       5.4,      10.6,13,      15.1,      15.1,      11.6,       7.5,       2.6,        .1,       6.8
1957,51,        .8,       1.3,       4.8,       8.4,      13.5,      16.3,      18.4,      18.2,      14.1,       9.4,       4.6,       2.1,       9.3
1960,46,        .8,       1.3,       4.8,       8.4,      13.5,      16.4,      18.5,      18.2,      14.2,       9.5,       4.6,       2.1,       9.4
1964,51,        .8,       1.3,       4.7,       7.6,      12.2,15,      17.1,      16.7,13,       8.7,       4.2,2,       8.6
1972,46,       1.2,       1.6,       4.5,       7.9,      12.9,      15.7,      17.7,      17.5,      13.6,       9.4,5,       2.5,       9.1
1973,46,       1.7,       2.1,       4.9,       8.3,      13.2,16,18,      17.9,      14.1,10,       5.4,       2.9,       9.6
1975,51,       1.1,       1.6,       4.3,       7.6,      12.5,      15.3,      17.3,      17.1,      13.4,       9.3,       4.9,       2.4,       8.9
1979,46,       1.1,       1.6,       4.5,8,13,      15.8,      17.8,      17.5,      13.7,       9.4,5,       2.5,       9.2
1981,51,       1.3,       1.8,       4.7,       8.1,      13.1,      15.7,      17.7,      17.5,      13.7,       9.5,       5.1,       2.6,       9.2
1986,46,       1.2,       1.7,       4.5,8,13,      15.7,      17.7,      17.5,      13.7,       9.4,       5.1,       2.6,       9.2
1990,51,       1.4,2,       4.9,       8.2,      13.1,      15.8,      17.8,      17.6,      13.5,       9.4,       5.2,       2.7,       9.3
1993,51,       1.7,       2.1,       5.2,       8.4,      13.2,      15.8,      17.8,      17.6,      13.9,       9.8,       5.4,       3.1,       9.5
2000,46,       1.6,       2.4,       6.3,       9.6,      14.5,      17.4,      19.4,19,      14.8,       9.9,       5.1,       2.7,      10.2
2005,46,        .5,        .9,4,       7.6,      12.7,      15.4,      17.3,      16.9,13,       8.6,       4.3,       1.8,       8.6
2014,51,       1.4,       1.7,       4.8,       8.1,13,      15.7,      17.7,      17.5,      13.8,       9.5,       5.1,       2.7,       9.2
2023,46,-1,0,       4.1,       7.7,      12.6,      15.5,      17.6,      17.3,      13.2,       8.3,3,        .4,       8.2
2039,51,        .7,1,4,       7.4,      12.5,      15.1,      17.2,      16.9,      13.5,       9.1,       4.4,2,       8.6
2044,46,       -.8,       -.5,       2.6,6,      11.1,      13.9,      15.9,      15.7,12,       7.5,       2.9,        .4,       7.2
2048,46,       1.3,       1.7,       4.4,       7.8,      12.6,      15.3,      17.3,17,      13.4,       9.3,       5.1,       2.6,9
2053,46,       -.8,       -.5,       2.4,       5.7,      10.9,      13.7,      15.7,      15.5,      11.8,       7.5,       2.9,        .4,       7.1
2069,46,      -2.9,      -2.1,       1.5,       5.1,      10.5,      12.9,      14.8,      14.7,11,       6.5,       1.2,      -1.6,6
2074,51,        .2,1,       4.4,       7.4,      12.3,      15.1,      17.5,      17.1,      13.3,       8.8,       3.6,       1.4,       8.5
2078,51,       1.5,       1.8,       4.2,       7.4,      12.1,      14.6,      16.6,      16.4,      13.4,       9.5,       5.2,       2.8,       8.7
2080,51,       2.3,       3.3,       7.5,      10.6,      15.2,      17.8,      20.1,      19.9,      15.9,11,       5.7,       3.3,11
2081,46,        .4,       1.1,       4.4,       7.4,      12.2,      14.9,      17.2,      17.1,      13.4,       9.1,       3.8,       1.6,       8.6
2083,46,       2.2,       3.2,       6.9,      10.2,      14.9,      17.7,      19.9,      19.7,      15.6,      10.7,       5.7,       3.3,      10.8
2088,51,-2,      -1.2,       2.8,       6.3,      11.5,      14.5,      16.3,      15.7,      11.6,       7.1,       2.1,       -.7,       6.9
2092,46,       -.3,        .3,       3.7,       6.7,      11.4,      14.1,      16.3,      16.2,      12.6,       8.2,       3.2,        .9,       7.8
2095,51,       1.7,       2.5,       6.4,       9.7,      14.4,      17.2,      19.3,      18.8,      14.7,       9.9,       5.1,       2.8,      10.1
2110,51,       2.5,       2.8,       6.2,       8.9,      13.4,      16.1,      18.1,      17.8,      14.2,      10.3,       5.9,       3.7,10
2120,51,        .7,       1.1,       4.4,       8.1,      13.1,      15.8,      17.9,      17.7,      13.7,       9.1,       4.5,2,       8.9
2122,46,1,       1.2,       3.9,7,      11.7,      14.6,      16.6,      16.5,      13.3,       9.3,5,       2.4,       8.5
2147,51,2,       2.5,       5.6,       8.8,      13.6,      16.2,      18.3,18,      14.1,10,       5.6,       3.3,       9.8
2151,46,        .3,        .8,       4.4,       7.8,      12.7,      15.5,      17.5,      17.2,      13.4,       8.7,       4.1,       1.6,       8.7
2158,51,        .3,        .8,4,7,12,      15.1,      17.3,      16.7,      12.8,       8.4,       3.8,       1.5,       8.2
2159,46,        .2,1,       4.6,       7.7,      12.5,      15.4,      17.6,      17.2,      13.3,       8.7,       3.7,       1.4,       8.6
2160,46,       -.6,        .1,       3.5,7,      12.1,      14.8,      16.9,      16.7,      12.8,       8.1,       3.3,        .8,8
2166,46,-1,       -.2,       3.3,       7.2,      12.4,      15.3,      17.1,17,      12.9,       8.4,       3.1,        .4,8
2167,51,        .5,1,       4.4,       7.2,      11.7,      14.7,      16.8,      16.4,      12.7,       8.3,       3.9,       1.7,       8.2
2171,51,        .1,        .6,       4.2,       7.5,      12.4,      15.2,      17.2,      16.8,13,       8.4,       3.7,       1.4,       8.3
2173,51,       2.6,3,       6.3,       9.3,      13.9,      16.3,      18.4,      17.7,      14.2,      10.4,       6.2,       3.9,      10.1
2174,46,        .3,        .6,       3.9,       7.4,      12.5,      15.1,      17.1,      16.8,13,       8.6,4,       1.5,       8.4
2206,51,       1.4,       1.7,5,       8.3,      13.2,      15.8,      17.7,      17.5,      13.9,       9.7,       5.5,       2.8,       9.3
2211,51,        .8,       1.4,       4.7,       7.8,      12.5,      15.2,      17.2,      16.9,      13.2,       8.9,       4.3,2,       8.7
2223,46,       -.5,        .2,       4.1,       7.7,      12.7,      15.4,      17.4,      17.1,      13.2,       8.2,       3.5,        .9,       8.3
2225,46,      -1.4,       -.6,       2.9,       6.6,12,      14.8,      16.6,      16.4,      12.4,8,       2.7,        .1,       7.5
2226,46,      -2.2,      -1.5,       1.9,       5.6,      10.8,      13.5,      15.5,      15.4,      11.6,       6.9,       1.5,       -.9,       6.5
2228,51,      -1.6,      -1.2,       1.5,       4.3,       9.2,      12.2,      14.5,14,      10.5,       6.6,       1.7,       -.5,       5.9
2244,51,      -1.3,-1,       1.9,       4.8,       9.8,      12.6,      15.5,      15.1,      11.4,       7.2,2,       -.2,       6.5
2250,51,      -2.2,      -1.3,       2.5,       6.3,      11.8,      14.8,      16.5,      16.1,12,7,       2.2,       -.8,7
2252,46,       -.8,       -.1,       3.5,       7.4,      12.6,      15.5,      17.3,      17.2,      13.2,       8.6,       3.4,        .7,       8.2
2260,51,      -1.5,       -.9,       2.8,       6.5,      12.1,      14.7,      16.7,      16.2,      12.2,       7.5,       2.6,0,       7.4
2261,51,-2,      -1.3,       2.6,       6.2,      11.5,      14.1,      16.2,16,      11.9,       7.2,       2.1,       -.6,       6.9
2264,46,0,        .4,       3.9,       6.9,      11.8,      14.4,      16.3,      15.9,      12.4,       8.1,       3.8,       1.4,8
2268,51,       -.2,        .6,       4.5,       8.2,      13.2,      15.9,      17.9,      17.6,      13.5,       8.5,       3.6,       1.1,       8.7
2289,46,        .5,       1.1,       4.4,       8.3,      13.6,      16.4,      18.4,18,      13.9,       9.2,       4.5,       1.9,       9.2
2290,51,-1,       -.8,       2.1,       4.9,10,      12.7,      15.1,      15.1,      11.8,       7.5,       2.3,        .3,       6.6
2302,46,0,        .5,4,       7.5,      12.4,      15.3,      17.3,17,      13.2,       8.7,       3.8,       1.4,       8.4
2303,46,1,       1.2,       3.7,       6.8,      11.5,      14.6,      16.6,      16.4,13,       9.1,       4.8,       2.3,       8.4
2306,46,       1.3,       1.5,       3.8,       6.8,      11.4,      14.8,      16.9,      16.8,      13.5,       9.6,       5.3,       2.8,       8.7
2315,46,        .4,       1.1,       4.6,       8.4,      13.8,      16.7,      18.7,      18.3,      14.1,       9.3,       4.4,       1.7,       9.3
2318,46,        .2,        .7,       4.1,       7.2,      11.9,      14.8,      16.9,      16.7,13,       8.5,       3.6,       1.4,       8.2
2319,46,      -1.3,       -.5,       3.1,       6.4,      11.7,      14.4,      16.6,      16.1,      12.4,       7.7,       2.4,       -.2,       7.4
2323,46,       1.3,       1.7,5,       8.2,13,      15.6,      17.6,      17.3,      13.7,       9.4,5,       2.6,       9.2
2324,51,      -1.1,       -.6,       2.6,6,      10.9,      13.3,      15.4,      15.3,      11.9,       7.9,       2.9,        .3,7
2327,51,        .1,        .7,       4.6,       7.8,      12.7,      15.5,      17.6,      17.1,      13.2,       8.4,       3.7,       1.3,       8.6
2331,51,1,       1.6,       5.1,       8.3,13,16,      18.1,      17.4,      13.3,       8.7,       4.1,       2.2,9
2338,46,       2.1,       2.4,       5.3,       8.4,      13.1,      15.6,      17.6,      17.5,      13.9,       9.8,       5.6,       3.3,       9.6
2344,46,-2,      -1.4,       2.3,       5.9,      11.2,      13.8,      15.7,      15.4,      11.7,7,       1.9,       -.7,       6.7
2349,46,      -1.9,      -1.8,        .4,       3.1,8,      10.7,      13.2,      13.3,       9.9,       6.2,       1.1,       -.8,       5.1
2354,46,        .1,        .9,       4.5,       8.3,      13.8,      16.5,      18.5,      18.3,14,       9.3,       4.3,       1.5,       9.2
2360,46,      -1.1,0,4,       7.5,      12.8,      15.6,      17.5,      17.2,      13.2,       8.2,3,        .3,       8.2
2362,46,        .8,       1.4,       4.8,       7.9,      12.5,      15.2,      17.3,      17.1,      13.4,9,       4.2,2,       8.8
2374,46,1,       1.2,       3.6,       6.8,      11.4,      14.5,      16.5,      16.4,      13.1,       9.2,5,       2.4,       8.4
